feature,correlation_with_student_success
failures,-0.36718323022066657
age,-0.1342758369921546
absences,-0.11914153581569199
studytime,0.1085528261552006
goout,-0.10650645904701692
medu,0.10646024539738035
fedu,0.10557867967888825
dalc,-0.08958112752306911
walc,-0.0765925490191119
freetime,-0.06441405225545131
famrel,0.04270586942857739
health,-0.034222046232859266
traveltime,-0.03385160864451099
